0.3923881,0.16015892,0.58191025,-1.1403176,0.6158938,0.4107415,-0.09396724,0.49710354,-1.0525758,-2.0350337,-0.60845214,-1.5189412,-0.23475444,1.3143232,-0.42953813,-0.4295511,-0.005192377,-0.57782406,1.1275623,-1.2670251,-1.1356015,-0.20227621,0.85186034,-0.16892496,-0.7296362,0.7435197,0.5865428,-2.1088707,-1.5646856,0.16003047,-0.19500625,-0.10191212
-0.1403357,-0.5586355,0.9688311,-0.9515599,2.156688,-0.20740902,-1.2228799,0.16736983,-0.10039292,-0.0562951,0.38203064,0.6098593,0.6474533,2.2315266,-0.88623667,-0.5464546,0.35180354,0.11481957,-0.49755377,-0.15899514,0.88653094,0.46053168,0.66519713,-0.539186,-0.28294495,0.17044388,-0.06608401,0.33229563,0.18747932,-0.9208667,-0.84912443,1.4326661
1.423262,0.9284298,0.8114073,-1.5760101,0.66501564,-0.21932302,-0.84991324,-0.62347263,1.437341,1.4615035,-1.2824486,1.943302,-1.3613262,-0.775676,0.46527094,-0.6274768,-0.50860935,-2.6055694,-0.88205534,-0.70513093,-0.04165137,-1.8440665,0.25101092,-0.41778103,1.3746697,-0.6361804,-0.7794202,-0.33947757,-0.7853025,1.7011267,-1.2805374,2.3394094
-0.07679508,0.5900374,1.1982018,-2.3177502,-1.8252271,-1.364513,0.03975721,1.7145312,-2.1408525,1.420211,-1.5042627,-0.027065475,-0.8262915,-0.7710009,0.35762742,-2.1465192,-0.7294569,-1.4142483,0.9206984,-1.0952724,0.8148814,-1.2016674,-0.35570553,-0.43108928,0.390904,1.3762842,0.34512204,-0.35338888,1.3788673,0.36180437,1.1907449,0.015998716
0.91941714,-0.08298833,0.7020818,0.43265003,1.3770214,-0.013923399,1.1869842,-0.6965557,-1.5675192,1.6656548,-1.0028924,1.8884536,-0.10100541,0.21390696,0.3644734,-0.5840093,0.3664632,0.11979759,-1.2297093,0.9901397,-0.27141613,-0.6615406,2.2076905,-0.88337797,-0.36278942,-1.6979648,1.2235391,1.80308,-2.5290825,-0.37606835,0.0014469977,-0.059897047
-0.55690503,0.05496904,-0.79538655,-0.66630006,-0.97182786,-0.210545,-1.0755782,0.35610873,1.1816778,2.0877392,0.20557357,0.013570448,0.7495853,0.056110226,2.2968178,-0.355526,-0.78163177,-0.30578327,0.5895392,-0.030149903,-1.0659217,-1.0128785,0.5609395,0.47452202,-0.42215484,-1.4726665,1.8167928,0.53545254,-0.6420362,-0.1919059,0.18952906,0.34827685
0.78364486,-1.4235336,-1.9071211,-0.8588881,-0.36367232,1.2019873,-0.09974905,0.83655596,-1.9689859,-0.45211473,0.12098421,1.1769557,0.011352359,0.11389102,-2.691326,-0.10281211,-0.9075161,0.82395667,-0.5768286,-1.3383309,0.44819525,0.021108925,-0.013699618,-0.32421035,1.4812732,0.33588055,-1.6868143,2.2433465,0.3721852,1.5919749,0.94133526,1.9528475
0.028885858,0.53365993,-0.7520614,0.9702908,0.21737114,1.3378073,-2.1071093,0.48439735,-0.9169619,-0.9214965,0.7131691,-0.7966265,-0.61647505,-0.060285237,0.30802646,-0.45353192,-1.7657455,-0.7825858,1.3083586,-0.4546734,0.9055778,-0.06655534,-0.61296153,-0.31186804,-1.5707314,1.9333792,-0.013135084,0.43684968,-0.092254005,1.5139562,0.7936163,-1.0721459
-0.6189463,-1.1306926,0.57635355,0.136239,1.3690826,0.17141353,1.3990468,-0.38778445,-0.84433866,0.32850206,0.49508315,-0.7636413,1.0308042,1.977846,1.1411974,-0.48215768,-2.2508016,0.68321717,1.7342119,1.0696317,-0.9056734,0.49633333,-0.6701209,-0.18797788,-0.0037430394,-0.5621847,0.72298074,0.13104865,0.6957856,0.77184767,1.4427224,0.71682495
-2.728843,0.64671546,-0.08920403,0.3356838,-0.65463585,-0.2744502,0.11719392,-1.1474421,-0.77574074,0.4668795,0.40445825,-0.6062667,-0.555527,-0.37789968,1.1248661,0.111364685,1.135762,0.7976345,-1.829777,-0.26489684,-0.7609805,0.6616361,-1.4721675,-0.43280867,-1.322624,1.3692663,-1.3591263,-0.45227835,0.63773865,0.5732191,-0.17216183,0.37561458
